qiymət,yer,otaq_sayı,sahə,mərtəbə,yeni_tikili,təmirli,kupçalı,ipoteka,ünvan_tipi,mərtəbə_faktiki,mərtəbə_bina,mərtəbə_faizi,1_otaq_sahəsi
203000,Yasamal r.,4,96.0,2/9,0,1,1,0,r.,2,9,0.2222222222222222,24.0
128000,Nizami m.,2,54.0,4/5,0,1,1,0,m.,4,5,0.8,27.0
200000,Nəriman Nərimanov m.,4,150.0,1/5,0,1,1,0,m.,1,5,0.2,37.5
160000,Neftçilər m.,4,74.4,3/5,0,1,1,0,m.,3,5,0.6,18.6
132000,Xalqlar Dostluğu m.,3,70.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,23.333333333333332
83000,Binə q.,3,64.0,2/5,0,1,1,0,q.,2,5,0.4,21.333333333333332
228000,Şah İsmayıl Xətai m.,4,110.0,6/7,0,1,1,0,m.,6,7,0.8571428571428571,27.5
149000,28 May m.,2,44.0,2/5,0,1,1,0,m.,2,5,0.4,22.0
160000,Əhmədli q.,5,110.0,3/9,0,1,1,0,q.,3,9,0.3333333333333333,22.0
125000,İnşaatçılar m.,3,75.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,25.0
250000,Nəsimi r.,4,92.0,6/6,0,1,1,0,r.,6,6,1.0,23.0
245000,Nizami m.,4,110.0,3/5,0,1,1,0,m.,3,5,0.6,27.5
106000,Xalqlar Dostluğu m.,2,45.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,22.5
155000,Nəsimi r.,2,62.0,5/5,0,1,1,0,r.,5,5,1.0,31.0
155000,Yeni Günəşli q.,4,100.0,6/9,0,1,1,0,q.,6,9,0.6666666666666666,25.0
119000,İnşaatçılar m.,2,60.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,30.0
85500,Memar Əcəmi m.,2,45.0,5/5,0,1,1,0,m.,5,5,1.0,22.5
185000,Nizami r.,3,77.0,5/9,0,1,1,0,r.,5,9,0.5555555555555556,25.666666666666668
103000,Nizami r.,2,42.0,8/9,0,1,1,0,r.,8,9,0.8888888888888888,21.0
201000,Şah İsmayıl Xətai m.,3,80.0,9/9,0,1,1,0,m.,9,9,1.0,26.666666666666668
140000,Gənclik m.,2,55.0,5/5,0,1,1,0,m.,5,5,1.0,27.5
280000,Sahil m.,4,150.0,4/4,0,1,1,0,m.,4,4,1.0,37.5
79000,Nizami m.,2,36.0,1/1,0,1,1,0,m.,1,1,1.0,18.0
163000,Səbail r.,3,96.0,8/8,0,1,1,0,r.,8,8,1.0,32.0
107000,Memar Əcəmi m.,2,43.0,2/5,0,1,1,0,m.,2,5,0.4,21.5
105000,Memar Əcəmi m.,2,55.0,2/5,0,1,1,0,m.,2,5,0.4,27.5
155000,Nəsimi r.,2,62.0,5/5,0,1,1,0,r.,5,5,1.0,31.0
230000,Gənclik m.,3,80.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,26.666666666666668
155000,Gənclik m.,2,83.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,41.5
170000,Nizami m.,2,56.0,4/5,0,1,1,0,m.,4,5,0.8,28.0
160000,İçəri Şəhər m.,2,45.0,4/5,0,1,1,0,m.,4,5,0.8,22.5
107500,Memar Əcəmi m.,2,55.0,4/5,0,1,1,0,m.,4,5,0.8,27.5
84800,Elmlər Akademiyası m.,1,40.0,3/5,0,1,1,0,m.,3,5,0.6,40.0
160000,Nizami m.,3,85.0,2/5,0,1,1,0,m.,2,5,0.4,28.333333333333332
89000,Memar Əcəmi m.,2,45.0,4/5,0,1,1,0,m.,4,5,0.8,22.5
102000,Memar Əcəmi m.,2,55.0,1/5,0,1,1,0,m.,1,5,0.2,27.5
144000,Nəsimi m.,3,70.0,2/5,0,1,1,0,m.,2,5,0.4,23.333333333333332
135000,Qaraçuxur q.,4,95.0,5/5,0,1,1,0,q.,5,5,1.0,23.75
165000,Nizami m.,2,65.0,4/5,0,1,1,0,m.,4,5,0.8,32.5
112000,Nəriman Nərimanov m.,2,32.0,3/4,0,1,1,0,m.,3,4,0.75,16.0
210000,İçəri Şəhər m.,2,62.0,4/5,0,1,1,0,m.,4,5,0.8,31.0
180000,8 Noyabr m.,3,80.0,3/5,0,1,1,0,m.,3,5,0.6,26.666666666666668
175000,Nəriman Nərimanov m.,3,62.0,3/5,0,1,1,0,m.,3,5,0.6,20.666666666666668
190000,28 May m.,2,62.0,3/5,0,1,1,0,m.,3,5,0.6,31.0
153000,Xalqlar Dostluğu m.,3,70.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,23.333333333333332
118000,Memar Əcəmi m.,3,80.0,5/5,0,1,1,0,m.,5,5,1.0,26.666666666666668
89000,Azadlıq Prospekti m.,2,45.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,22.5
129000,Memar Əcəmi m.,2,65.0,5/9,0,1,1,0,m.,5,9,0.5555555555555556,32.5
135000,Xətai r.,3,80.0,7/9,0,1,1,0,r.,7,9,0.7777777777777778,26.666666666666668
230000,28 May m.,3,90.0,4/5,0,1,1,0,m.,4,5,0.8,30.0
110000,Memar Əcəmi m.,2,55.0,4/5,0,1,1,0,m.,4,5,0.8,27.5
70000,Hövsan q.,2,55.0,2/7,0,1,1,0,q.,2,7,0.2857142857142857,27.5
230000,Nərimanov r.,4,110.0,3/4,0,1,1,0,r.,3,4,0.75,27.5
95000,Memar Əcəmi m.,2,45.0,4/5,0,1,1,0,m.,4,5,0.8,22.5
142000,Bayıl q.,4,78.0,2/3,0,1,1,0,q.,2,3,0.6666666666666666,19.5
135000,Yeni Günəşli q.,3,80.0,2/9,0,1,1,0,q.,2,9,0.2222222222222222,26.666666666666668
155000,Xalqlar Dostluğu m.,3,85.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,28.333333333333332
155000,İnşaatçılar m.,4,70.0,1/5,0,1,1,0,m.,1,5,0.2,17.5
88000,Yeni Günəşli q.,2,60.0,9/9,0,1,1,0,q.,9,9,1.0,30.0
210000,Xalqlar Dostluğu m.,4,100.0,4/9,0,1,1,0,m.,4,9,0.4444444444444444,25.0
99000,Memar Əcəmi m.,2,40.0,4/9,0,1,1,0,m.,4,9,0.4444444444444444,20.0
92000,Memar Əcəmi m.,2,45.0,3/5,0,1,1,0,m.,3,5,0.6,22.5
95000,Azadlıq Prospekti m.,1,50.0,1/9,0,1,1,0,m.,1,9,0.1111111111111111,50.0
142000,Nəsimi m.,2,60.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,30.0
165000,Azadlıq Prospekti m.,3,80.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,26.666666666666668
187000,8 Noyabr m.,4,100.0,4/9,0,1,1,0,m.,4,9,0.4444444444444444,25.0
580000,İçəri Şəhər m.,5,203.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,40.6
480000,İçəri Şəhər m.,3,120.0,10/12,0,1,1,0,m.,10,12,0.8333333333333334,40.0
137000,Neftçilər m.,3,80.0,5/5,0,1,1,0,m.,5,5,1.0,26.666666666666668
132000,Memar Əcəmi m.,3,70.0,3/5,0,1,1,0,m.,3,5,0.6,23.333333333333332
95000,Memar Əcəmi m.,2,60.0,4/5,0,1,1,0,m.,4,5,0.8,30.0
119000,Əhmədli q.,2,65.0,8/9,0,1,1,0,q.,8,9,0.8888888888888888,32.5
229000,İçəri Şəhər m.,3,88.0,3/3,0,1,1,0,m.,3,3,1.0,29.333333333333332
115000,Həzi Aslanov m.,3,60.0,9/9,0,1,1,0,m.,9,9,1.0,20.0
375000,Sahil m.,2,80.0,5/6,0,1,1,0,m.,5,6,0.8333333333333334,40.0
167000,Yeni Yasamal q.,5,110.0,9/9,0,1,1,0,q.,9,9,1.0,22.0
156000,Elmlər Akademiyası m.,2,52.0,4/5,0,1,1,0,m.,4,5,0.8,26.0
94000,İnşaatçılar m.,2,45.0,3/5,0,1,1,0,m.,3,5,0.6,22.5
85000,İnşaatçılar m.,1,40.0,2/5,0,1,1,0,m.,2,5,0.4,40.0
94000,Memar Əcəmi m.,2,55.0,3/9,0,1,1,0,m.,3,9,0.3333333333333333,27.5
119000,Həzi Aslanov q.,2,70.0,2/9,0,1,1,0,q.,2,9,0.2222222222222222,35.0
73000,Neftçilər m.,2,45.0,5/5,0,1,1,0,m.,5,5,1.0,22.5
260000,İçəri Şəhər m.,3,90.0,2/5,0,1,1,0,m.,2,5,0.4,30.0
103000,Memar Əcəmi m.,2,56.0,3/5,0,1,1,0,m.,3,5,0.6,28.0
138000,Neftçilər m.,2,55.0,5/9,0,1,1,0,m.,5,9,0.5555555555555556,27.5
98500,Azadlıq Prospekti m.,1,45.0,9/9,0,1,1,0,m.,9,9,1.0,45.0
93980,Elmlər Akademiyası m.,2,37.0,3/5,0,1,1,0,m.,3,5,0.6,18.5
118000,Həzi Aslanov m.,2,60.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,30.0
92000,Bakıxanov q.,2,45.0,3/5,0,1,1,0,q.,3,5,0.6,22.5
77000,Memar Əcəmi m.,1,35.0,5/5,0,1,1,0,m.,5,5,1.0,35.0
98000,Memar Əcəmi m.,3,48.0,5/5,0,1,1,0,m.,5,5,1.0,16.0
153000,Memar Əcəmi m.,3,65.0,4/5,0,1,1,0,m.,4,5,0.8,21.666666666666668
110000,Memar Əcəmi m.,2,48.0,3/5,0,1,1,0,m.,3,5,0.6,24.0
120000,Azadlıq Prospekti m.,3,48.0,3/5,0,1,1,0,m.,3,5,0.6,16.0
63000,Lökbatan q.,2,49.0,5/5,0,1,1,0,q.,5,5,1.0,24.5
118000,Memar Əcəmi m.,2,50.0,4/5,0,1,1,0,m.,4,5,0.8,25.0
84000,Qaraçuxur q.,2,45.0,2/9,0,1,1,0,q.,2,9,0.2222222222222222,22.5
185000,Qara Qarayev m.,3,74.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,24.666666666666668
130000,Xalqlar Dostluğu m.,3,79.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,26.333333333333332
70000,Zığ q.,2,50.0,2/2,0,1,1,0,q.,2,2,1.0,25.0
75000,7-ci mikrorayon q.,1,30.0,1/5,0,1,1,0,q.,1,5,0.2,30.0
210000,Nəsimi m.,4,75.0,1/9,0,1,1,0,m.,1,9,0.1111111111111111,18.75
310000,İçəri Şəhər m.,4,110.0,4/5,0,1,1,0,m.,4,5,0.8,27.5
220000,İçəri Şəhər m.,2,45.0,2/4,0,1,1,0,m.,2,4,0.5,22.5
110000,Qara Qarayev m.,2,46.0,5/5,0,1,1,0,m.,5,5,1.0,23.0
140000,Əhmədli q.,3,80.0,7/9,0,1,1,0,q.,7,9,0.7777777777777778,26.666666666666668
140000,Azadlıq Prospekti m.,2,60.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,30.0
67500,Memar Əcəmi m.,2,45.0,4/9,0,1,1,0,m.,4,9,0.4444444444444444,22.5
126000,Keşlə q.,3,82.0,3/5,0,1,1,0,q.,3,5,0.6,27.333333333333332
176000,Yasamal r.,4,89.0,5/9,0,1,1,0,r.,5,9,0.5555555555555556,22.25
140000,Binəqədi r.,2,65.0,4/9,0,1,1,0,r.,4,9,0.4444444444444444,32.5
155000,Həzi Aslanov m.,5,100.0,3/9,0,1,1,0,m.,3,9,0.3333333333333333,20.0
85000,Nizami m.,2,32.0,2/3,0,1,1,0,m.,2,3,0.6666666666666666,16.0
175000,Elmlər Akademiyası m.,2,76.0,4/4,0,1,1,0,m.,4,4,1.0,38.0
115000,Nizami m.,2,55.0,1/3,0,1,1,0,m.,1,3,0.3333333333333333,27.5
240000,Nəriman Nərimanov m.,3,90.0,1/5,0,1,1,0,m.,1,5,0.2,30.0
125000,Bakıxanov q.,3,85.0,5/5,0,1,1,0,q.,5,5,1.0,28.333333333333332
130000,Elmlər Akademiyası m.,2,50.0,3/5,0,1,1,0,m.,3,5,0.6,25.0
103000,Memar Əcəmi m.,2,50.0,5/5,0,1,1,0,m.,5,5,1.0,25.0
125000,Həzi Aslanov m.,3,76.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,25.333333333333332
80000,İnşaatçılar m.,1,38.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,38.0
125000,Həzi Aslanov m.,2,59.0,6/9,0,1,1,0,m.,6,9,0.6666666666666666,29.5
92000,Qara Qarayev m.,2,40.0,3/5,0,1,1,0,m.,3,5,0.6,20.0
110000,20 Yanvar m.,2,55.0,2/5,0,1,1,0,m.,2,5,0.4,27.5
150000,28 May m.,2,44.0,2/5,0,1,1,0,m.,2,5,0.4,22.0
75000,Neftçilər m.,1,32.0,5/5,0,1,1,0,m.,5,5,1.0,32.0
99000,Memar Əcəmi m.,2,50.0,5/5,0,1,1,0,m.,5,5,1.0,25.0
190000,İçəri Şəhər m.,3,70.0,2/5,0,1,1,0,m.,2,5,0.4,23.333333333333332
150000,Nizami m.,2,60.0,2/5,0,1,1,0,m.,2,5,0.4,30.0
110000,Bakıxanov q.,2,65.0,1/9,0,1,1,0,q.,1,9,0.1111111111111111,32.5
220000,Memar Əcəmi m.,5,125.0,5/9,0,1,1,0,m.,5,9,0.5555555555555556,25.0
82000,Yeni Günəşli q.,1,38.0,5/9,0,1,1,0,q.,5,9,0.5555555555555556,38.0
137000,Qaraçuxur q.,3,70.0,2/9,0,1,1,0,q.,2,9,0.2222222222222222,23.333333333333332
91000,8 Noyabr m.,2,50.0,2/5,0,1,1,0,m.,2,5,0.4,25.0
105000,Nəsimi r.,3,55.0,5/5,0,1,1,0,r.,5,5,1.0,18.333333333333332
185000,İçəri Şəhər m.,2,50.0,4/5,0,1,1,0,m.,4,5,0.8,25.0
100000,Nəsimi r.,2,45.0,3/5,0,1,1,0,r.,3,5,0.6,22.5
84900,Elmlər Akademiyası m.,1,35.0,2/5,0,1,1,0,m.,2,5,0.4,35.0
130000,28 May m.,3,100.0,1/3,0,1,1,0,m.,1,3,0.3333333333333333,33.333333333333336
140000,İnşaatçılar m.,3,70.0,3/5,0,1,1,0,m.,3,5,0.6,23.333333333333332
185000,Nəsimi m.,3,62.0,5/7,0,1,1,0,m.,5,7,0.7142857142857143,20.666666666666668
85000,Elmlər Akademiyası m.,1,35.0,2/5,0,1,1,0,m.,2,5,0.4,35.0
85000,Elmlər Akademiyası m.,1,40.0,2/5,0,1,1,0,m.,2,5,0.4,40.0
155000,Nəsimi r.,3,80.0,3/5,0,1,1,0,r.,3,5,0.6,26.666666666666668
175000,Yasamal r.,3,80.0,8/9,0,1,1,0,r.,8,9,0.8888888888888888,26.666666666666668
84000,Yeni Günəşli q.,2,55.0,1/9,0,1,1,0,q.,1,9,0.1111111111111111,27.5
85000,Elmlər Akademiyası m.,1,35.0,2/5,0,1,1,0,m.,2,5,0.4,35.0
130000,Memar Əcəmi m.,3,60.0,3/5,0,1,1,0,m.,3,5,0.6,20.0
97000,Nəriman Nərimanov m.,2,48.0,4/5,0,1,1,0,m.,4,5,0.8,24.0
50000,Sahil q.,2,45.0,8/9,0,1,1,0,q.,8,9,0.8888888888888888,22.5
145000,Xalqlar Dostluğu m.,3,75.0,2/5,0,1,1,0,m.,2,5,0.4,25.0
165000,28 May m.,4,90.0,1/2,0,1,1,0,m.,1,2,0.5,22.5
135000,Yasamal r.,2,47.0,5/5,0,1,1,0,r.,5,5,1.0,23.5
150000,Nizami m.,2,60.0,4/5,0,1,1,0,m.,4,5,0.8,30.0
123000,Əhmədli q.,2,65.0,2/9,0,1,1,0,q.,2,9,0.2222222222222222,32.5
349000,İçəri Şəhər m.,2,51.0,2/6,0,1,1,0,m.,2,6,0.3333333333333333,25.5
103000,Memar Əcəmi m.,2,54.0,5/5,0,1,1,0,m.,5,5,1.0,27.0
145000,Həzi Aslanov m.,3,75.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,25.0
110000,Memar Əcəmi m.,3,50.0,2/5,0,1,1,0,m.,2,5,0.4,16.666666666666668
1290000,Sahil m.,5,200.0,2/3,0,1,1,0,m.,2,3,0.6666666666666666,40.0
94000,İnşaatçılar m.,1,33.0,3/5,0,1,1,0,m.,3,5,0.6,33.0
180000,Nəriman Nərimanov m.,3,75.0,4/4,0,1,1,0,m.,4,4,1.0,25.0
85000,Elmlər Akademiyası m.,1,30.0,2/5,0,1,1,0,m.,2,5,0.4,30.0
97000,Nəriman Nərimanov m.,2,48.0,4/5,0,1,1,0,m.,4,5,0.8,24.0
61000,Azadlıq Prospekti m.,2,47.0,2/2,0,1,1,0,m.,2,2,1.0,23.5
91000,Memar Əcəmi m.,1,37.0,3/5,0,1,1,0,m.,3,5,0.6,37.0
82000,Dərnəgül m.,1,32.0,4/5,0,1,1,0,m.,4,5,0.8,32.0
98000,Memar Əcəmi m.,3,60.0,1/5,0,1,1,0,m.,1,5,0.2,20.0
89000,Bakıxanov q.,2,48.0,2/5,0,1,1,0,q.,2,5,0.4,24.0
140000,Badamdar q.,4,120.0,5/5,0,1,1,0,q.,5,5,1.0,30.0
120000,Memar Əcəmi m.,2,55.0,2/5,0,1,1,0,m.,2,5,0.4,27.5
160000,Bakıxanov q.,3,68.4,3/5,0,1,1,0,q.,3,5,0.6,22.8
108000,Memar Əcəmi m.,3,62.0,5/5,0,1,1,0,m.,5,5,1.0,20.666666666666668
110000,Memar Əcəmi m.,2,55.0,4/5,0,1,1,0,m.,4,5,0.8,27.5
193000,Nəriman Nərimanov m.,3,87.0,10/10,0,1,1,0,m.,10,10,1.0,29.0
72500,Yeni Günəşli q.,1,40.0,9/9,0,1,1,0,q.,9,9,1.0,40.0
120000,Memar Əcəmi m.,3,80.0,5/5,0,1,1,0,m.,5,5,1.0,26.666666666666668
155000,Xalqlar Dostluğu m.,3,80.0,6/9,0,1,1,0,m.,6,9,0.6666666666666666,26.666666666666668
97000,Lökbatan q.,2,54.0,4/4,0,1,1,0,q.,4,4,1.0,27.0
250000,Sahil m.,3,114.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,38.0
111000,20 Yanvar m.,2,45.0,4/5,0,1,1,0,m.,4,5,0.8,22.5
150000,28 May m.,3,50.0,1/3,0,1,1,0,m.,1,3,0.3333333333333333,16.666666666666668
176000,Xalqlar Dostluğu m.,5,120.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,24.0
105000,Xalqlar Dostluğu m.,3,68.0,5/5,0,1,1,0,m.,5,5,1.0,22.666666666666668
360000,Nizami m.,5,198.0,5/6,0,1,1,0,m.,5,6,0.8333333333333334,39.6
95000,Xətai r.,2,50.6,5/9,0,1,1,0,r.,5,9,0.5555555555555556,25.3
118000,İnşaatçılar m.,2,57.0,5/9,0,1,1,0,m.,5,9,0.5555555555555556,28.5
77000,Qara Qarayev m.,2,33.0,5/5,0,1,1,0,m.,5,5,1.0,16.5
145000,Həzi Aslanov m.,3,72.0,3/9,0,1,1,0,m.,3,9,0.3333333333333333,24.0
300000,Nizami m.,4,100.0,3/3,0,1,1,0,m.,3,3,1.0,25.0
119500,7-ci mikrorayon q.,3,60.0,9/9,0,1,1,0,q.,9,9,1.0,20.0
166000,8-ci mikrorayon q.,3,75.0,2/9,0,1,1,0,q.,2,9,0.2222222222222222,25.0
200000,28 May m.,4,90.0,4/4,0,1,1,0,m.,4,4,1.0,22.5
165000,Nəsimi r.,3,75.0,5/9,0,1,1,0,r.,5,9,0.5555555555555556,25.0
172000,9-cu mikrorayon q.,3,49.5,7/9,0,1,1,0,q.,7,9,0.7777777777777778,16.5
190000,İçəri Şəhər m.,3,70.0,3/5,0,1,1,0,m.,3,5,0.6,23.333333333333332
85000,Hövsan q.,2,52.0,5/9,0,1,1,0,q.,5,9,0.5555555555555556,26.0
88000,Yeni Günəşli q.,2,55.0,8/9,0,1,1,0,q.,8,9,0.8888888888888888,27.5
154000,Gənclik m.,2,60.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,30.0
133000,Badamdar q.,3,68.0,4/5,0,1,1,0,q.,4,5,0.8,22.666666666666668
87000,İnşaatçılar m.,1,33.0,2/5,0,1,1,0,m.,2,5,0.4,33.0
93000,Neftçilər m.,3,52.0,5/5,0,1,1,0,m.,5,5,1.0,17.333333333333332
145000,Nəriman Nərimanov m.,2,80.0,3/5,0,1,1,0,m.,3,5,0.6,40.0
112000,Gənclik m.,1,35.0,4/5,0,1,1,0,m.,4,5,0.8,35.0
95000,20 Yanvar m.,2,58.0,5/5,0,1,1,0,m.,5,5,1.0,29.0
88000,Yeni Günəşli q.,2,55.0,8/9,0,1,1,0,q.,8,9,0.8888888888888888,27.5
152000,Azadlıq Prospekti m.,2,65.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,32.5
165000,Nizami m.,2,52.0,3/4,0,1,1,0,m.,3,4,0.75,26.0
500000,Sahil m.,3,155.0,4/5,0,1,1,0,m.,4,5,0.8,51.666666666666664
210000,Nəsimi r.,2,70.0,4/8,0,1,1,0,r.,4,8,0.5,35.0
140000,Elmlər Akademiyası m.,3,60.0,3/5,0,1,1,0,m.,3,5,0.6,20.0
167000,Azadlıq Prospekti m.,3,80.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,26.666666666666668
85000,İnşaatçılar m.,1,35.0,2/4,0,1,1,0,m.,2,4,0.5,35.0
85000,Elmlər Akademiyası m.,1,45.0,2/5,0,1,1,0,m.,2,5,0.4,45.0
125000,Gənclik m.,2,55.0,9/9,0,1,1,0,m.,9,9,1.0,27.5
128000,Memar Əcəmi m.,3,58.0,5/5,0,1,1,0,m.,5,5,1.0,19.333333333333332
115000,Nəriman Nərimanov m.,3,70.0,2/5,0,1,1,0,m.,2,5,0.4,23.333333333333332
88000,Hövsan q.,3,60.0,1/5,0,1,1,0,q.,1,5,0.2,20.0
142000,Bayıl q.,4,78.0,2/3,0,1,1,0,q.,2,3,0.6666666666666666,19.5
82500,Memar Əcəmi m.,1,47.0,5/5,0,1,1,0,m.,5,5,1.0,47.0
185000,Nəsimi r.,4,80.0,3/5,0,1,1,0,r.,3,5,0.6,20.0
79000,Badamdar q.,1,18.0,1/5,0,1,1,0,q.,1,5,0.2,18.0
115000,Qara Qarayev m.,2,48.0,2/5,0,1,1,0,m.,2,5,0.4,24.0
200000,Bayıl q.,3,80.0,2/5,0,1,1,0,q.,2,5,0.4,26.666666666666668
147000,Elmlər Akademiyası m.,3,70.0,1/5,0,1,1,0,m.,1,5,0.2,23.333333333333332
82000,Həzi Aslanov m.,2,40.0,5/5,0,1,1,0,m.,5,5,1.0,20.0
125000,Həzi Aslanov m.,3,80.0,9/9,0,1,1,0,m.,9,9,1.0,26.666666666666668
100000,Hövsan q.,3,70.0,6/9,0,1,1,0,q.,6,9,0.6666666666666666,23.333333333333332
100000,Əhmədli m.,2,52.0,9/9,0,1,1,0,m.,9,9,1.0,26.0
111000,7-ci mikrorayon q.,2,55.0,2/5,0,1,1,0,q.,2,5,0.4,27.5
136000,Azadlıq Prospekti m.,2,65.0,7/9,0,1,1,0,m.,7,9,0.7777777777777778,32.5
105000,Neftçilər m.,2,47.0,4/5,0,1,1,0,m.,4,5,0.8,23.5
140000,8 Noyabr m.,2,60.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,30.0
97000,Nəriman Nərimanov m.,1,48.0,4/5,0,1,1,0,m.,4,5,0.8,48.0
140000,Qara Qarayev m.,3,75.0,2/5,0,1,1,0,m.,2,5,0.4,25.0
72500,Xətai r.,1,40.0,9/9,0,1,1,0,r.,9,9,1.0,40.0
300000,28 May m.,3,100.0,6/16,0,1,1,0,m.,6,16,0.375,33.333333333333336
125000,28 May m.,2,54.0,2/3,0,1,1,0,m.,2,3,0.6666666666666666,27.0
124000,Nəsimi m.,2,55.0,1/9,0,1,1,0,m.,1,9,0.1111111111111111,27.5
132000,Qara Qarayev m.,3,60.0,1/5,0,1,1,0,m.,1,5,0.2,20.0
78000,Köhnə Günəşli q.,2,45.0,8/9,0,1,1,0,q.,8,9,0.8888888888888888,22.5
85000,Elmlər Akademiyası m.,1,35.0,2/5,0,1,1,0,m.,2,5,0.4,35.0
165000,Xalqlar Dostluğu m.,3,100.0,1/5,0,1,1,0,m.,1,5,0.2,33.333333333333336
215000,İnşaatçılar m.,3,95.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,31.666666666666668
235000,Nəriman Nərimanov m.,2,52.0,1/5,0,1,1,0,m.,1,5,0.2,26.0
578000,Səbail r.,3,115.0,2/5,0,1,1,0,r.,2,5,0.4,38.333333333333336
155000,Həzi Aslanov m.,4,100.0,3/9,0,1,1,0,m.,3,9,0.3333333333333333,25.0
177000,Nəsimi m.,3,75.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,25.0
95000,Memar Əcəmi m.,2,41.0,4/5,0,1,1,0,m.,4,5,0.8,20.5
82000,Badamdar q.,2,40.0,3/5,0,1,1,0,q.,3,5,0.6,20.0
124000,Həzi Aslanov m.,2,65.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,32.5
152000,Badamdar q.,3,71.3,1/5,0,1,1,0,q.,1,5,0.2,23.766666666666666
117000,Yeni Yasamal q.,2,54.0,8/9,0,1,1,0,q.,8,9,0.8888888888888888,27.0
150000,Bakıxanov q.,4,100.0,5/5,0,1,1,0,q.,5,5,1.0,25.0
124000,İnşaatçılar m.,2,60.0,5/9,0,1,1,0,m.,5,9,0.5555555555555556,30.0
167000,9-cu mikrorayon q.,3,100.0,1/9,0,1,1,0,q.,1,9,0.1111111111111111,33.333333333333336
200000,Nəriman Nərimanov m.,4,100.0,1/5,0,1,1,0,m.,1,5,0.2,25.0
112000,Həzi Aslanov m.,2,60.0,2/9,0,1,1,0,m.,2,9,0.2222222222222222,30.0
577500,Sahil m.,3,115.0,2/5,0,1,1,0,m.,2,5,0.4,38.333333333333336
135000,Əhmədli m.,2,65.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,32.5
130000,Memar Əcəmi m.,2,65.0,9/9,0,1,1,0,m.,9,9,1.0,32.5
150000,Yasamal r.,2,63.0,2/4,0,1,1,0,r.,2,4,0.5,31.5
185000,Nəriman Nərimanov m.,3,48.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,16.0
151000,Həzi Aslanov m.,5,110.0,9/9,0,1,1,0,m.,9,9,1.0,22.0
75000,Hövsan q.,2,54.0,9/9,0,1,1,0,q.,9,9,1.0,27.0
116000,Yasamal r.,1,32.0,3/5,0,1,1,0,r.,3,5,0.6,32.0
175000,Şah İsmayıl Xətai m.,2,62.0,4/7,0,1,1,0,m.,4,7,0.5714285714285714,31.0
120000,Elmlər Akademiyası m.,2,44.0,3/5,0,1,1,0,m.,3,5,0.6,22.0
230000,Elmlər Akademiyası m.,3,100.0,3/9,0,1,1,0,m.,3,9,0.3333333333333333,33.333333333333336
112000,Xətai r.,2,60.0,2/9,0,1,1,0,r.,2,9,0.2222222222222222,30.0
165000,Xətai r.,5,110.0,5/9,0,1,1,0,r.,5,9,0.5555555555555556,22.0
156000,Nəriman Nərimanov m.,3,52.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,17.333333333333332
135000,Həzi Aslanov m.,3,61.0,8/9,0,1,1,0,m.,8,9,0.8888888888888888,20.333333333333332
650000,Sahil m.,3,100.0,5/6,0,1,1,0,m.,5,6,0.8333333333333334,33.333333333333336
465000,İçəri Şəhər m.,5,165.0,2/3,0,1,1,0,m.,2,3,0.6666666666666666,33.0
110000,Elmlər Akademiyası m.,2,40.0,5/5,0,1,1,0,m.,5,5,1.0,20.0
125000,Dərnəgül m.,3,75.0,5/5,0,1,1,0,m.,5,5,1.0,25.0
145000,Nəriman Nərimanov m.,3,75.0,5/6,0,1,1,0,m.,5,6,0.8333333333333334,25.0
210000,Nəriman Nərimanov m.,4,125.0,3/5,0,1,1,0,m.,3,5,0.6,31.25
70000,Nəriman Nərimanov m.,2,37.0,9/9,0,1,1,0,m.,9,9,1.0,18.5
